GB_Accession/TriTrypDB,Species,Strain
TevSTIB805.11_02.10,Trypanosoma evansi,STIB805
TevSTIB805.11_02.110,Trypanosoma evansi,STIB805
TevSTIB805.11_02.140,Trypanosoma evansi,STIB805
TevSTIB805.11_02.150,Trypanosoma evansi,STIB805
TevSTIB805.11_02.160,Trypanosoma evansi,STIB805
TevSTIB805.11_02.180,Trypanosoma evansi,STIB805
TevSTIB805.11_02.20,Trypanosoma evansi,STIB805
TevSTIB805.11_02.200,Trypanosoma evansi,STIB805
TevSTIB805.11_02.210,Trypanosoma evansi,STIB805
TevSTIB805.11_02.220,Trypanosoma evansi,STIB805
TevSTIB805.11_02.230,Trypanosoma evansi,STIB805
TevSTIB805.11_02.240,Trypanosoma evansi,STIB805
TevSTIB805.11_02.250,Trypanosoma evansi,STIB805
TevSTIB805.11_02.260,Trypanosoma evansi,STIB805
TevSTIB805.11_02.300,Trypanosoma evansi,STIB805
TevSTIB805.11_02.310,Trypanosoma evansi,STIB805
TevSTIB805.11_02.330,Trypanosoma evansi,STIB805
TevSTIB805.11_02.340,Trypanosoma evansi,STIB805
TevSTIB805.11_02.350,Trypanosoma evansi,STIB805
TevSTIB805.11_02.360,Trypanosoma evansi,STIB805
TevSTIB805.11_02.380,Trypanosoma evansi,STIB805
TevSTIB805.11_02.390,Trypanosoma evansi,STIB805
TevSTIB805.11_02.40,Trypanosoma evansi,STIB805
TevSTIB805.11_02.400,Trypanosoma evansi,STIB805
TevSTIB805.11_02.420,Trypanosoma evansi,STIB805
TevSTIB805.11_02.430,Trypanosoma evansi,STIB805
TevSTIB805.11_02.450,Trypanosoma evansi,STIB805
TevSTIB805.11_02.460,Trypanosoma evansi,STIB805
TevSTIB805.11_02.470,Trypanosoma evansi,STIB805
TevSTIB805.11_02.490,Trypanosoma evansi,STIB805
TevSTIB805.11_02.500,Trypanosoma evansi,STIB805
TevSTIB805.11_02.510,Trypanosoma evansi,STIB805
TevSTIB805.11_02.530,Trypanosoma evansi,STIB805
TevSTIB805.11_02.560,Trypanosoma evansi,STIB805
TevSTIB805.11_02.580,Trypanosoma evansi,STIB805
TevSTIB805.11_02.60,Trypanosoma evansi,STIB805
TevSTIB805.11_02.610,Trypanosoma evansi,STIB805
TevSTIB805.11_02.630,Trypanosoma evansi,STIB805
TevSTIB805.11_02.670,Trypanosoma evansi,STIB805
TevSTIB805.11_02.690,Trypanosoma evansi,STIB805
TevSTIB805.11_02.70,Trypanosoma evansi,STIB805
TevSTIB805.11_02.710,Trypanosoma evansi,STIB805
TevSTIB805.11_02.750,Trypanosoma evansi,STIB805
TevSTIB805.11_02.760,Trypanosoma evansi,STIB805
TevSTIB805.11_02.80,Trypanosoma evansi,STIB805
TevSTIB805.11_02.810,Trypanosoma evansi,STIB805
TevSTIB805.11_02.820,Trypanosoma evansi,STIB805
TevSTIB805.11_02.830,Trypanosoma evansi,STIB805
TevSTIB805.11_02.880,Trypanosoma evansi,STIB805
TevSTIB805.11_02.90,Trypanosoma evansi,STIB805
TevSTIB805.11_03.140,Trypanosoma evansi,STIB805
TevSTIB805.11_03.180,Trypanosoma evansi,STIB805
TevSTIB805.11_03.200,Trypanosoma evansi,STIB805
TevSTIB805.11_03.210,Trypanosoma evansi,STIB805
TevSTIB805.11_03.260,Trypanosoma evansi,STIB805
TevSTIB805.11_03.290,Trypanosoma evansi,STIB805
TevSTIB805.11_03.30,Trypanosoma evansi,STIB805
TevSTIB805.11_03.300,Trypanosoma evansi,STIB805
TevSTIB805.11_03.310,Trypanosoma evansi,STIB805
TevSTIB805.11_03.330,Trypanosoma evansi,STIB805
TevSTIB805.11_03.340,Trypanosoma evansi,STIB805
TevSTIB805.11_03.350,Trypanosoma evansi,STIB805
TevSTIB805.11_03.380,Trypanosoma evansi,STIB805
TevSTIB805.11_03.400,Trypanosoma evansi,STIB805
TevSTIB805.11_03.470,Trypanosoma evansi,STIB805
TevSTIB805.11_03.520,Trypanosoma evansi,STIB805
TevSTIB805.11_03.540,Trypanosoma evansi,STIB805
TevSTIB805.11_03.560,Trypanosoma evansi,STIB805
TevSTIB805.11_03.630,Trypanosoma evansi,STIB805
TevSTIB805.11_03.660,Trypanosoma evansi,STIB805
TevSTIB805.11_03.670,Trypanosoma evansi,STIB805
TevSTIB805.11_03.690,Trypanosoma evansi,STIB805
TevSTIB805.11_03.700,Trypanosoma evansi,STIB805
TevSTIB805.11_03.710,Trypanosoma evansi,STIB805
TevSTIB805.11_03.740,Trypanosoma evansi,STIB805
TevSTIB805.11_03.750,Trypanosoma evansi,STIB805
TevSTIB805.11_03.80,Trypanosoma evansi,STIB805
TevSTIB805.11_03.800,Trypanosoma evansi,STIB805
TevSTIB805.11_03.810,Trypanosoma evansi,STIB805
TevSTIB805.2.1110,Trypanosoma evansi,STIB805
TevSTIB805.2.3590,Trypanosoma evansi,STIB805
TevSTIB805.2.3610,Trypanosoma evansi,STIB805
TevSTIB805.2.3670,Trypanosoma evansi,STIB805
TevSTIB805.2.3680,Trypanosoma evansi,STIB805
TevSTIB805.3.100,Trypanosoma evansi,STIB805
TevSTIB805.3.110,Trypanosoma evansi,STIB805
TevSTIB805.3.1440,Trypanosoma evansi,STIB805
TevSTIB805.3.1480,Trypanosoma evansi,STIB805
TevSTIB805.3.1490,Trypanosoma evansi,STIB805
TevSTIB805.3.150,Trypanosoma evansi,STIB805
TevSTIB805.3.160,Trypanosoma evansi,STIB805
TevSTIB805.3.180,Trypanosoma evansi,STIB805
TevSTIB805.3.210,Trypanosoma evansi,STIB805
TevSTIB805.3.220,Trypanosoma evansi,STIB805
TevSTIB805.3.240,Trypanosoma evansi,STIB805
TevSTIB805.3.250,Trypanosoma evansi,STIB805
TevSTIB805.3.260,Trypanosoma evansi,STIB805
TevSTIB805.3.2600,Trypanosoma evansi,STIB805
TevSTIB805.3.280,Trypanosoma evansi,STIB805
TevSTIB805.3.30,Trypanosoma evansi,STIB805
TevSTIB805.3.310,Trypanosoma evansi,STIB805
TevSTIB805.3.320,Trypanosoma evansi,STIB805
TevSTIB805.3.340,Trypanosoma evansi,STIB805
TevSTIB805.3.360,Trypanosoma evansi,STIB805
TevSTIB805.3.370,Trypanosoma evansi,STIB805
TevSTIB805.3.390,Trypanosoma evansi,STIB805
TevSTIB805.3.420,Trypanosoma evansi,STIB805
TevSTIB805.3.430,Trypanosoma evansi,STIB805
TevSTIB805.3.440,Trypanosoma evansi,STIB805
TevSTIB805.3.6180,Trypanosoma evansi,STIB805
TevSTIB805.3.6190,Trypanosoma evansi,STIB805
TevSTIB805.3.6200,Trypanosoma evansi,STIB805
TevSTIB805.3.6210,Trypanosoma evansi,STIB805
TevSTIB805.3.6230,Trypanosoma evansi,STIB805
TevSTIB805.3.70,Trypanosoma evansi,STIB805
TevSTIB805.3.90,Trypanosoma evansi,STIB805
TevSTIB805.4.5670,Trypanosoma evansi,STIB805
TevSTIB805.4.5680,Trypanosoma evansi,STIB805
TevSTIB805.4.5700,Trypanosoma evansi,STIB805
TevSTIB805.4.5710,Trypanosoma evansi,STIB805
TevSTIB805.4.5720,Trypanosoma evansi,STIB805
TevSTIB805.4.5750,Trypanosoma evansi,STIB805
TevSTIB805.4.5770,Trypanosoma evansi,STIB805
TevSTIB805.4.5780,Trypanosoma evansi,STIB805
TevSTIB805.4.5800,Trypanosoma evansi,STIB805
TevSTIB805.4.5810,Trypanosoma evansi,STIB805
TevSTIB805.4.5820,Trypanosoma evansi,STIB805
TevSTIB805.4.5830,Trypanosoma evansi,STIB805
TevSTIB805.4.5840,Trypanosoma evansi,STIB805
TevSTIB805.4.5850,Trypanosoma evansi,STIB805
TevSTIB805.4.5860,Trypanosoma evansi,STIB805
TevSTIB805.4.5890,Trypanosoma evansi,STIB805
